	text_A	label
600	I received a wedding invitation from an ex-flatmate, enclosed was á a small note that overcame a lot of the differences that had á arisen between us due to the circumstances in which she left the á flat.	joy
602	Getting a terrible exam mark, which I couldn't understand the á reason for, and trying to see a lecturer or tutor, but being á given the runaround.	anger
603	Watching an old lady running up the street to catch her bus and á miss it, it reminded me of my own mother and how dreadful it á would be to be her in the same situation.	sadness
605	When I am travelling by car and have to meet an oncoming car á while overtaking.	fear
606	When a close relative is treated badly.	anger
608	When I saw all the starving people in Ethiopia on T.V.  It felt á awful to see such suffering.	disgust
609	[ No response.]	shame
610	When a mistake occurred at work which I was not responsible for.  á This was disclosed later.	guilt
612	Last Summer in Italy I was attacked by a dog.It was terrible to á feel that untidy dirty dog against my naked skin.	fear
613	When my father's new fiancee treats me like a child.  She does á not trust me and constantly misunderstands me.  I get á particularly angry when she says nasty things about my boyfriend á with whom she works.	anger
614	When the guy I was in love with told me that he had met someone á else and that we would not meet again for a year.  Although we á did not have a steady relatioship, we were having an affair.	sadness
616	[ No response.]	shame
617	[ No response.]	guilt
618	When my love for a guy was returned.	joy
621	[ No response.]	sadness
623	[ No response.]	shame
626	When my mother's heart nearly stopped.	fear
627	There was a sofa in my flat which belonged to the old tenants who á were acquaintances.  It should have been picked up a year ago but á they had postponed it.  Eventually they decided on one date and I á stayed at home despite the fact that I had other things to do.  á They did not come, nor did they call and they still have not got á in touch with me.	anger
628	When my ex-boyfriend and I separated.	sadness
629	Very intoxicated men who incite each other to fight.   I met a á vile smelling man on the tram who got closer and closer to me á till I got up, then he got angry.	disgust
630	[ Do not remember any situation of that kind.]	shame
632	When I fell in love.	joy
633	Earlier, I was afraid of speaking in front of a crowd of people.	fear
634	A girl I was with went off with another guy.	anger
635	At set-backs.	sadness
636	I worked in a harbour and emptied latrine containers from the á back of the lorries.	disgust
637	The day after the night I drank too much at a party.	shame
638	[ Can not think of anything.]	guilt
639	When I was accepted as a student of Psychology here at á Gutttenburg.	joy
640	I woke up in the middle of the night as I had jumped and shouted á with fear.  I thought that someone's cold hand or something á similar had touched my hand.  I crept down under the covers and á went back to sleep.	fear
641	[ No response.]	anger
643	When I was a young teenager (14)  my brother-in-law to be had á made heavy advances to me.  I did not understand very well what á it was all about but I reacted strongly and the feelings are á still there.	disgust
644	[ No response.]	shame
645	I broke off with my partner as I wanted him as a friend and not á as a lover.  He reacted very violently and I felt guilty as I á had made him so desperately unhappy.	guilt
646	I made dinner for some friends and they appreciated it very much.	joy
647	I was nearly knocked down while I was cycling.	fear
648	My father and I had an argument because I do not help enough at á home.	anger
